time_id,order_date,isholiday
T46651,06m-16d-22y,no
T46652,07m-27d-22y,no
T46653,05m-04d-22y,no
T46654,07m-16d-22y,no
T46655,11m-10d-22y,no
T46656,04m-06d-22y,no
T46657,08m-30d-22y,no
T46658,07m-22d-22y,no
T46659,09m-19d-22y,no
T46660,10m-12d-22y,no
T46661,09m-16d-22y,no
T46662,09m-16d-22y,no
T46663,09m-16d-22y,no
T46664,12m-08d-22y,no
T46665,08m-18d-22y,no
T46666,09m-29d-22y,no
T46667,07m-27d-22y,no
T46668,07m-18d-22y,no
T46669,12m-02d-22y,no
T46670,06m-15d-21y,no
T46671,07m-24d-22y,no
T46672,09m-19d-22y,no
T46673,04m-06d-22y,no
T46674,07m-17d-22y,no
T46675,09m-27d-22y,no
T46676,10m-03d-22y,no
T46677,09m-29d-22y,no
T46678,07m-30d-22y,no
T46679,09m-19d-22y,no
T46680,07m-25d-22y,no
T46681,07m-25d-22y,no
T46682,12m-01d-22y,no
T46683,10m-08d-22y,no
T46684,12m-12d-22y,no
T46685,07m-31d-22y,no
T46686,09m-27d-22y,no
T46687,06m-26d-22y,no
T46688,08m-21d-22y,no
T46689,08m-21d-22y,no
T46690,06m-15d-21y,no
T46691,05m-21d-22y,no
T46692,09m-19d-22y,no
T46693,07m-24d-22y,no
T46694,09m-29d-22y,no
T46695,02m-07d-22y,no
T46696,04m-16d-22y,no
T46697,09m-29d-22y,no
T46698,08m-30d-22y,no
T46699,08m-17d-22y,no
T46700,07m-16d-22y,no
T46701,10m-05d-22y,no
T46702,11m-12d-22y,no
T46703,07m-27d-22y,no
T46704,12m-08d-22y,no
T46705,12m-08d-22y,no
T46706,07m-27d-22y,no
T46707,07m-30d-22y,no
T46708,07m-31d-22y,no
T46709,07m-18d-22y,no
T46710,12m-01d-22y,no
T46711,02m-07d-22y,no
T46712,08m-19d-22y,no
T46713,12m-01d-22y,no
T46714,07m-27d-22y,no
T46715,09m-19d-22y,no
T46716,11m-19d-21y,no
T46717,11m-06d-22y,no
T46718,11m-19d-21y,no
T46719,07m-27d-22y,no
T46720,06m-15d-21y,no
T46721,09m-29d-22y,no
T46722,11m-10d-22y,no
T46723,11m-10d-22y,no
T46724,11m-06d-22y,no
T46725,07m-28d-22y,no
T46726,10m-12d-22y,no
T46727,07m-25d-22y,no
T46728,02m-07d-22y,no
T46729,02m-26d-22y,no
T46730,05m-03d-22y,no
T46731,06m-01d-22y,no
T46732,03m-28d-22y,no
T46733,03m-28d-22y,no
T46734,03m-24d-22y,no
T46735,09m-09d-22y,no
T46736,03m-21d-22y,no
T46737,02m-22d-22y,no
T46738,03m-21d-22y,no
T46739,05m-03d-22y,no
T46740,05m-03d-22y,no
T46741,05m-03d-22y,no
T46742,03m-03d-22y,no
T46743,03m-03d-22y,no
T46744,02m-21d-22y,yes
T46745,03m-03d-22y,no
T46746,05m-03d-22y,no
T46747,11m-05d-22y,no
T46748,02m-21d-22y,yes
T46749,10m-06d-22y,no
T46750,02m-21d-22y,yes
T46751,02m-22d-22y,no
T46752,03m-24d-22y,no
T46753,03m-24d-22y,no
T46754,02m-28d-22y,no
T46755,07m-07d-22y,no
T46756,06m-24d-22y,no
T46757,07m-03d-22y,no
T46758,12m-04d-22y,no
T46759,12m-05d-22y,no
T46760,05m-27d-22y,no
T46761,03m-04d-22y,no
T46762,02m-21d-22y,yes
T46763,03m-04d-22y,no
T46764,08m-05d-22y,no
T46765,03m-03d-22y,no
T46766,07m-03d-22y,no
T46767,02m-28d-22y,no
T46768,03m-24d-22y,no
T46769,02m-02d-22y,no
T46770,07m-03d-22y,no
T46771,06m-19d-22y,no
T46772,03m-24d-22y,no
T46773,03m-31d-22y,no
T46774,07m-07d-22y,no
T46775,03m-22d-22y,no
T46776,04m-28d-22y,no
T46777,03m-29d-22y,no
T46778,03m-29d-22y,no
T46779,03m-29d-22y,no
T46780,09m-11d-22y,no
T46781,09m-11d-22y,no
T46782,09m-11d-22y,no
T46783,09m-11d-22y,no
T46784,09m-09d-22y,no
T46785,09m-09d-22y,no
T46786,09m-09d-22y,no
T46787,05m-12d-22y,no
T46788,04m-26d-22y,no
T46789,03m-02d-22y,no
T46790,05m-28d-22y,no
T46791,03m-02d-22y,no
T46792,05m-06d-22y,no
T46793,09m-09d-22y,no
T46794,09m-12d-22y,no
T46795,09m-09d-22y,no
T46796,06m-24d-22y,no
T46797,06m-22d-22y,no
T46798,04m-04d-22y,no
T46799,11m-06d-22y,no
T46800,06m-29d-22y,no
T46801,01m-30d-22y,no
T46802,07m-11d-22y,no
T46803,07m-11d-22y,no
T46804,08m-10d-22y,no
T46805,02m-19d-22y,no
T46806,10m-06d-22y,no
T46807,11m-06d-22y,no
T46808,02m-19d-22y,no
T46809,06m-28d-22y,no
T46810,12m-04d-22y,no
T46811,03m-24d-22y,no
T46812,08m-10d-22y,no
T46813,07m-11d-22y,no
T46814,03m-24d-22y,no
T46815,02m-19d-22y,no
T46816,08m-03d-22y,no
T46817,03m-24d-22y,no
T46818,01m-30d-22y,no
T46819,08m-03d-22y,no
T46820,12m-05d-22y,no
T46821,09m-09d-22y,no
T46822,05m-12d-22y,no
T46823,10m-05d-22y,no
T46824,09m-09d-22y,no
T46825,03m-24d-22y,no
T46826,09m-09d-22y,no
T46827,10m-05d-22y,no
T46828,05m-12d-22y,no
T46829,11m-06d-22y,no
T46830,11m-06d-22y,no
T46831,02m-11d-22y,no
T46832,07m-30d-22y,no
T46833,11m-07d-22y,no
T46834,07m-27d-22y,no
T46835,11m-01d-22y,no
T46836,09m-20d-22y,no
T46837,10m-28d-21y,no
T46838,07m-22d-22y,no
T46839,07m-23d-22y,no
T46840,10m-11d-22y,no
T46841,12m-01d-22y,no
T46842,10m-28d-21y,no
T46843,07m-21d-22y,no
T46844,10m-06d-22y,no
T46845,11m-07d-22y,no
T46846,04m-18d-22y,no
T46847,01m-06d-22y,no
T46848,02m-04d-22y,no
T46849,07m-22d-22y,no
T46850,10m-11d-22y,no
T46851,10m-11d-22y,no
T46852,10m-15d-21y,no
T46853,10m-13d-21y,no
T46854,11m-05d-22y,no
T46855,11m-03d-22y,no
T46856,11m-07d-22y,no
T46857,09m-26d-22y,no
T46858,08m-29d-22y,no
T46859,07m-30d-22y,no
T46860,08m-29d-22y,no
T46861,07m-27d-22y,no
T46862,09m-20d-22y,no
T46863,03m-10d-22y,no
T46864,06m-22d-22y,no
T46865,06m-22d-22y,no
T46866,12m-11d-22y,no
T46867,06m-26d-22y,no
T46868,06m-23d-22y,no
T46869,08m-28d-22y,no
T46870,11m-25d-21y,yes
T46871,08m-29d-22y,no
T46872,10m-02d-22y,no
T46873,07m-30d-22y,no
T46874,03m-07d-22y,no
T46875,08m-28d-22y,no
T46876,01m-11d-22y,no
T46877,11m-07d-22y,no
T46878,11m-25d-21y,yes
T46879,10m-28d-21y,no
T46880,10m-13d-21y,no
T46881,07m-21d-22y,no
T46882,08m-29d-22y,no
T46883,10m-02d-22y,no
T46884,07m-22d-22y,no
T46885,08m-22d-22y,no
T46886,11m-03d-22y,no
T46887,10m-28d-21y,no
T46888,10m-28d-21y,no
T46889,06m-26d-22y,no
T46890,02m-10d-22y,no
T46891,08m-18d-22y,no
T46892,04m-24d-22y,no
T46893,09m-14d-22y,no
T46894,09m-26d-22y,no
T46895,04m-24d-22y,no
T46896,10m-13d-22y,no
T46897,07m-27d-22y,no
T46898,05m-21d-22y,no
T46899,03m-10d-22y,no
T46900,11m-13d-22y,no
T46901,02m-10d-22y,no
T46902,10m-28d-21y,no
T46903,07m-21d-22y,no
T46904,07m-25d-22y,no
T46905,12m-12d-22y,no
T46906,07m-19d-22y,no
T46907,01m-07d-22y,no
T46908,07m-21d-22y,no
T46909,10m-02d-22y,no
T46910,08m-23d-22y,no
T46911,02m-10d-22y,no
T46912,08m-16d-22y,no
T46913,07m-19d-22y,no
T46914,02m-15d-21y,yes
T46915,09m-21d-21y,no
T46916,08m-20d-22y,no
T46917,02m-08d-22y,no
T46918,08m-20d-22y,no
T46919,01m-07d-22y,no
T46920,08m-21d-22y,no
T46921,11m-13d-21y,no
T46922,09m-22d-22y,no
T46923,09m-28d-22y,no
T46924,07m-24d-22y,no
T46925,09m-26d-22y,no
T46926,06m-06d-22y,no
T46927,05m-04d-22y,no
T46928,10m-10d-22y,yes
T46929,09m-26d-22y,no
T46930,10m-11d-22y,no
T46931,11m-21d-21y,no
T46932,10m-10d-22y,yes
T46933,11m-11d-22y,yes
T46934,07m-24d-22y,no
T46935,04m-10d-22y,no
T46936,10m-10d-22y,yes
T46937,07m-21d-22y,no
T46938,05m-04d-22y,no
T46939,07m-28d-22y,no
T46940,08m-27d-22y,no
T46941,11m-09d-22y,no
T46942,09m-23d-22y,no
T46943,07m-21d-22y,no
T46944,08m-29d-22y,no
T46945,12m-07d-22y,no
T46946,05m-19d-22y,no
T46947,07m-25d-22y,no
T46948,01m-21d-22y,no
T46949,03m-08d-22y,no
T46950,12m-03d-22y,no
T46951,11m-03d-22y,no
T46952,12m-03d-22y,no
T46953,08m-24d-22y,no
T46954,06m-20d-22y,yes
T46955,11m-03d-22y,no
T46956,05m-25d-22y,no
T46957,07m-22d-22y,no
T46958,08m-26d-22y,no
T46959,05m-25d-22y,no
T46960,07m-18d-22y,no
T46961,11m-28d-21y,no
T46962,11m-03d-22y,no
T46963,03m-11d-21y,no
T46964,08m-27d-22y,no
T46965,10m-09d-22y,no
T46966,01m-20d-22y,no
T46967,10m-03d-22y,no
T46968,08m-26d-22y,no
T46969,01m-09d-22y,no
T46970,12m-07d-22y,no
T46971,08m-26d-22y,no
T46972,10m-03d-22y,no
T46973,08m-30d-22y,no
T46974,08m-30d-22y,no
T46975,11m-12d-22y,no
T46976,08m-30d-22y,no
T46977,07m-29d-22y,no
T46978,08m-24d-22y,no
T46979,01m-08d-22y,no
T46980,03m-07d-22y,no
T46981,09m-27d-22y,no
T46982,04m-24d-22y,no
T46983,09m-16d-22y,no
T46984,08m-27d-22y,no
T46985,09m-28d-22y,no
T46986,08m-26d-22y,no
T46987,08m-26d-22y,no
T46988,08m-26d-22y,no
T46989,08m-25d-22y,no
T46990,01m-07d-22y,no
T46991,10m-07d-22y,no
T46992,08m-25d-22y,no
T46993,10m-19d-21y,no
T46994,05m-24d-22y,no
T46995,05m-24d-22y,no
T46996,09m-25d-21y,no
T46997,02m-11d-21y,no
T46998,10m-12d-22y,no
T46999,04m-15d-21y,no
T47000,09m-16d-22y,no
T47001,11m-02d-22y,no
T47002,10m-03d-22y,no
T47003,05m-20d-22y,no
T47004,05m-20d-22y,no
T47005,12m-05d-21y,no
T47006,06m-14d-21y,no
T47007,08m-22d-22y,no
T47008,11m-12d-22y,no
T47009,12m-09d-22y,no
T47010,08m-18d-22y,no
T47011,10m-28d-21y,no
T47012,12m-11d-22y,no
T47013,11m-12d-22y,no
T47014,05m-18d-22y,no
T47015,01m-21d-22y,no
T47016,07m-29d-22y,no
T47017,09m-17d-22y,no
T47018,05m-24d-22y,no
T47019,07m-22d-22y,no
T47020,02m-04d-22y,no
T47021,08m-04d-22y,no
T47022,09m-17d-22y,no
T47023,09m-17d-22y,no
T47024,04m-15d-21y,no
T47025,09m-25d-22y,no
T47026,07m-18d-22y,no
T47027,10m-02d-22y,no
T47028,04m-15d-21y,no
T47029,12m-09d-21y,no
T47030,04m-17d-22y,no
T47031,10m-28d-21y,no
T47032,05m-17d-22y,no
T47033,09m-20d-21y,no
T47034,09m-29d-22y,no
T47035,08m-19d-22y,no
T47036,08m-06d-22y,no
T47037,08m-23d-22y,no
T47038,10m-01d-22y,no
T47039,07m-31d-22y,no
T47040,12m-09d-22y,no
T47041,07m-31d-22y,no
T47042,11m-11d-22y,yes
T47043,11m-17d-21y,no
T47044,07m-20d-22y,no
T47045,09m-14d-21y,no
T47046,08m-06d-22y,no
T47047,10m-08d-22y,no
T47048,12m-02d-22y,no
T47049,06m-05d-22y,no
T47050,03m-09d-22y,no
T47051,08m-13d-21y,no
T47052,11m-12d-22y,no
T47053,08m-13d-21y,no
T47054,08m-13d-21y,no
T47055,09m-30d-21y,no
T47056,11m-03d-22y,no
T47057,10m-11d-22y,no
T47058,08m-19d-22y,no
T47059,09m-30d-21y,no
T47060,04m-19d-22y,no
T47061,11m-03d-22y,no
T47062,02m-05d-22y,no
T47063,10m-01d-22y,no
T47064,06m-19d-22y,no
T47065,03m-14d-21y,no
T47066,12m-08d-22y,no
T47067,05m-22d-22y,no
T47068,10m-11d-22y,no
T47069,08m-31d-22y,no
T47070,10m-11d-22y,no
T47071,10m-11d-22y,no
T47072,07m-31d-22y,no
T47073,07m-31d-22y,no
T47074,09m-24d-22y,no
T47075,03m-14d-21y,no
T47076,10m-28d-21y,no
T47077,04m-09d-22y,no
T47078,09m-24d-22y,no
T47079,03m-07d-22y,no
T47080,02m-09d-22y,no
T47081,10m-28d-21y,no
T47082,09m-29d-22y,no
T47083,01m-19d-22y,no
T47084,08m-31d-22y,no
T47085,04m-12d-22y,no
T47086,01m-11d-21y,no
T47087,03m-07d-22y,no
T47088,10m-15d-21y,no
T47089,04m-30d-22y,no
T47090,04m-12d-22y,no
T47091,01m-07d-22y,no
T47092,08m-23d-22y,no
T47093,11m-07d-22y,no
T47094,04m-30d-22y,no
T47095,09m-20d-22y,no
T47096,12m-11d-22y,no
T47097,10m-02d-22y,no
T47098,08m-23d-22y,no
T47099,11m-01d-22y,no
T47100,03m-08d-22y,no
T47101,08m-16d-22y,no
T47102,08m-06d-22y,no
T47103,02m-08d-22y,no
T47104,08m-16d-22y,no
T47105,10m-15d-21y,no
T47106,07m-30d-22y,no
T47107,12m-06d-21y,no
T47108,12m-08d-22y,no
T47109,08m-06d-22y,no
T47110,11m-10d-22y,no
T47111,07m-23d-22y,no
T47112,03m-13d-21y,no
T47113,09m-17d-22y,no
T47114,12m-02d-22y,no
T47115,01m-05d-22y,no
T47116,09m-28d-22y,no
T47117,09m-26d-22y,no
T47118,08m-29d-22y,no
T47119,11m-10d-22y,no
T47120,10m-11d-22y,no
T47121,09m-20d-22y,no
T47122,08m-06d-22y,no
T47123,12m-02d-22y,no
T47124,02m-08d-22y,no
T47125,10m-01d-22y,no
T47126,10m-23d-21y,no
T47127,09m-18d-22y,no
T47128,09m-20d-22y,no
T47129,03m-09d-22y,no
T47130,10m-11d-22y,no
T47131,09m-28d-22y,no
T47132,11m-09d-22y,no
T47133,09m-26d-22y,no
T47134,01m-21d-22y,no
T47135,09m-26d-22y,no
T47136,07m-23d-22y,no
T47137,03m-10d-22y,no
T47138,10m-11d-22y,no
T47139,12m-29d-21y,no
T47140,03m-13d-21y,no
T47141,09m-25d-22y,no
T47142,04m-04d-22y,no
T47143,07m-24d-22y,no
T47144,04m-10d-22y,no
T47145,05m-13d-21y,no
T47146,07m-16d-22y,no
T47147,06m-22d-22y,no
T47148,09m-17d-22y,no
T47149,07m-26d-22y,no
T47150,07m-26d-22y,no
T47151,04m-14d-21y,no
T47152,11m-03d-22y,no
T47153,05m-31d-22y,no
T47154,09m-04d-22y,no
T47155,12m-10d-22y,no
T47156,10m-03d-22y,no
T47157,12m-15d-21y,no
T47158,06m-24d-22y,no
T47159,12m-13d-21y,no
T47160,12m-10d-22y,no
T47161,10m-03d-22y,no
T47162,10m-09d-22y,no
T47163,06m-28d-22y,no
T47164,10m-13d-21y,no
T47165,12m-10d-22y,no
T47166,12m-01d-22y,no
T47167,03m-08d-22y,no
T47168,01m-20d-22y,no
T47169,08m-26d-22y,no
T47170,09m-26d-21y,no
T47171,07m-29d-22y,no
T47172,08m-22d-22y,no
T47173,06m-27d-22y,no
T47174,02m-07d-22y,no
T47175,11m-15d-21y,no
T47176,08m-26d-22y,no
T47177,08m-27d-22y,no
T47178,12m-11d-22y,no
T47179,08m-29d-22y,no
T47180,10m-03d-22y,no
T47181,09m-27d-22y,no
T47182,11m-12d-22y,no
T47183,10m-07d-22y,no
T47184,02m-07d-22y,no
T47185,10m-22d-21y,no
T47186,11m-03d-22y,no
T47187,11m-12d-22y,no
T47188,12m-11d-22y,no
T47189,11m-02d-22y,no
T47190,08m-22d-22y,no
T47191,06m-13d-21y,no
T47192,07m-24d-22y,no
T47193,11m-04d-22y,no
T47194,12m-05d-22y,no
T47195,11m-26d-21y,no
T47196,10m-07d-22y,no
T47197,11m-22d-21y,no
T47198,11m-22d-21y,no
T47199,09m-16d-22y,no
T47200,07m-18d-22y,no
T47201,05m-16d-22y,no
T47202,04m-12d-22y,no
T47203,09m-25d-21y,no
T47204,10m-03d-22y,no
T47205,10m-03d-22y,no
T47206,12m-09d-21y,no
T47207,11m-07d-22y,no
T47208,09m-06d-22y,no
T47209,04m-26d-22y,no
T47210,08m-30d-22y,no
T47211,08m-16d-22y,no
T47212,10m-03d-22y,no
T47213,11m-10d-22y,no
T47214,09m-20d-22y,no
T47215,07m-21d-22y,no
T47216,08m-29d-22y,no
T47217,04m-08d-22y,no
T47218,09m-25d-22y,no
T47219,08m-20d-22y,no
T47220,07m-21d-22y,no
T47221,11m-03d-22y,no
T47222,12m-11d-22y,no
T47223,09m-29d-22y,no
T47224,06m-18d-22y,no
T47225,03m-09d-22y,no
T47226,06m-04d-22y,no
T47227,08m-16d-22y,no
T47228,05m-22d-22y,no
T47229,04m-23d-22y,no
T47230,09m-21d-22y,no
T47231,07m-28d-22y,no
T47232,04m-14d-21y,no
T47233,05m-31d-22y,no
T47234,12m-09d-21y,no
T47235,12m-08d-22y,no
T47236,10m-03d-22y,no
T47237,10m-02d-22y,no
T47238,08m-26d-22y,no
T47239,11m-11d-22y,yes
T47240,07m-25d-22y,no
T47241,07m-31d-22y,no
T47242,08m-25d-22y,no
T47243,10m-02d-22y,no
T47244,10m-02d-22y,no
T47245,08m-19d-22y,no
T47246,07m-28d-22y,no
T47247,09m-30d-21y,no
T47248,06m-19d-22y,no
T47249,05m-18d-22y,no
T47250,04m-22d-22y,no
T47251,07m-29d-22y,no
T47252,12m-01d-22y,no
T47253,04m-02d-22y,no
T47254,04m-22d-22y,no
T47255,11m-07d-22y,no
T47256,02m-09d-22y,no
T47257,09m-29d-22y,no
T47258,05m-24d-22y,no
T47259,03m-07d-22y,no
T47260,07m-05d-22y,no
T47261,08m-16d-22y,no
T47262,08m-21d-22y,no
T47263,03m-07d-22y,no
T47264,07m-18d-22y,no
T47265,12m-07d-22y,no
T47266,08m-31d-21y,no
T47267,07m-31d-22y,no
T47268,08m-31d-22y,no
T47269,01m-07d-22y,no
T47270,01m-07d-22y,no
T47271,05m-25d-22y,no
T47272,10m-25d-21y,no
T47273,05m-28d-22y,no
T47274,02m-09d-22y,no
T47275,12m-08d-22y,no
T47276,10m-02d-22y,no
T47277,07m-27d-22y,no
T47278,03m-07d-22y,no
T47279,04m-20d-22y,no
T47280,12m-11d-22y,no
T47281,03m-10d-22y,no
T47282,11m-03d-22y,no
T47283,01m-11d-21y,no
T47284,12m-01d-22y,no
T47285,07m-30d-22y,no
T47286,11m-03d-22y,no
T47287,10m-13d-21y,no
T47288,08m-24d-22y,no
T47289,08m-21d-22y,no
T47290,08m-20d-22y,no
T47291,05m-22d-22y,no
T47292,10m-15d-21y,no
T47293,08m-31d-22y,no
T47294,11m-01d-22y,no
T47295,10m-09d-22y,no
T47296,08m-23d-22y,no
T47297,06m-16d-22y,no
T47298,04m-12d-22y,no
T47299,10m-23d-21y,no
T47300,11m-09d-22y,no
T47301,09m-26d-22y,no
T47302,01m-09d-22y,no
T47303,03m-09d-22y,no
T47304,01m-08d-22y,no
T47305,07m-21d-22y,no
T47306,09m-26d-22y,no
T47307,09m-26d-22y,no
T47308,12m-07d-22y,no
T47309,07m-19d-22y,no
T47310,04m-07d-22y,no
T47311,03m-09d-22y,no
T47312,12m-12d-22y,no
T47313,07m-21d-22y,no
T47314,05m-29d-22y,no
T47315,03m-09d-22y,no
T47316,10m-11d-22y,no
T47317,03m-09d-22y,no
T47318,05m-26d-22y,no
T47319,07m-24d-22y,no
T47320,11m-01d-22y,no
T47321,07m-16d-22y,no
T47322,01m-09d-22y,no
T47323,10m-01d-22y,no
T47324,07m-18d-22y,no
T47325,09m-20d-22y,no
T47326,11m-01d-22y,no
T47327,11m-09d-22y,no
T47328,11m-18d-21y,no
T47329,03m-09d-22y,no
T47330,02m-08d-22y,no
T47331,10m-10d-22y,yes
T47332,09m-17d-22y,no
T47333,03m-08d-22y,no
T47334,07m-26d-22y,no
T47335,12m-12d-22y,no
T47336,04m-26d-22y,no
T47337,08m-05d-22y,no
T47338,01m-09d-22y,no
T47339,09m-21d-22y,no
T47340,08m-27d-22y,no
T47341,12m-31d-21y,no
T47342,01m-09d-22y,no
T47343,03m-08d-22y,no
T47344,09m-16d-22y,no
T47345,09m-16d-22y,no
T47346,03m-06d-22y,no
T47347,06m-19d-22y,no
T47348,11m-28d-21y,no
T47349,11m-12d-22y,no
T47350,12m-31d-21y,no
T47351,01m-08d-22y,no
T47352,07m-29d-22y,no
T47353,03m-07d-22y,no
T47354,08m-24d-22y,no
T47355,07m-15d-21y,no
T47356,04m-12d-22y,no
T47357,07m-05d-22y,no
T47358,08m-30d-22y,no
T47359,09m-26d-21y,no
T47360,10m-22d-21y,no
T47361,05m-29d-22y,no
T47362,11m-02d-22y,no
T47363,01m-08d-22y,no
T47364,07m-27d-22y,no
T47365,11m-22d-21y,no
T47366,09m-18d-21y,no
T47367,03m-09d-22y,no
T47368,08m-31d-22y,no
T47369,11m-22d-21y,no
T47370,07m-31d-22y,no
T47371,01m-13d-22y,no
T47372,09m-18d-21y,no
T47373,03m-13d-21y,no
T47374,07m-26d-22y,no
T47375,11m-26d-21y,no
T47376,08m-29d-22y,no
T47377,09m-25d-21y,no
T47378,07m-18d-22y,no
T47379,04m-29d-22y,no
T47380,04m-15d-21y,no
T47381,01m-06d-22y,no
T47382,04m-15d-21y,no
T47383,02m-04d-22y,no
T47384,04m-13d-21y,no
T47385,01m-13d-22y,no
T47386,11m-02d-22y,no
T47387,05m-06d-22y,no
T47388,02m-10d-21y,no
T47389,02m-08d-22y,no
T47390,09m-30d-22y,no
T47391,01m-07d-22y,no
T47392,05m-06d-22y,no
T47393,04m-30d-22y,no
T47394,02m-09d-22y,no
T47395,12m-11d-22y,no
T47396,07m-21d-22y,no
T47397,08m-19d-22y,no
T47398,08m-23d-22y,no
T47399,09m-21d-22y,no
T47400,08m-22d-22y,no
T47401,10m-25d-21y,no
T47402,08m-22d-22y,no
T47403,02m-08d-22y,no
T47404,06m-14d-21y,no
T47405,07m-20d-22y,no
T47406,07m-29d-22y,no
T47407,04m-08d-22y,no
T47408,07m-18d-22y,no
T47409,10m-28d-21y,no
T47410,04m-30d-22y,no
T47411,10m-28d-21y,no
T47412,07m-28d-22y,no
T47413,07m-15d-21y,no
T47414,10m-12d-22y,no
T47415,07m-05d-22y,no
T47416,09m-14d-21y,no
T47417,12m-07d-22y,no
T47418,12m-09d-22y,no
T47419,07m-20d-22y,no
T47420,08m-27d-22y,no
T47421,09m-20d-22y,no
T47422,02m-13d-22y,no
T47423,10m-10d-22y,yes
T47424,04m-28d-22y,no
T47425,11m-12d-22y,no
T47426,12m-09d-22y,no
T47427,08m-18d-22y,no
T47428,12m-09d-22y,no
T47429,09m-21d-22y,no
T47430,09m-28d-21y,no
T47431,10m-19d-21y,no
T47432,08m-05d-22y,no
T47433,08m-31d-22y,no
T47434,10m-11d-22y,no
T47435,11m-14d-21y,no
T47436,08m-31d-21y,no
T47437,04m-09d-22y,no
T47438,04m-09d-22y,no
T47439,10m-19d-21y,no
T47440,08m-31d-21y,no
T47441,12m-12d-22y,no
T47442,11m-03d-22y,no
T47443,02m-09d-22y,no
T47444,04m-20d-22y,no
T47445,02m-09d-22y,no
T47446,09m-18d-21y,no
T47447,03m-07d-22y,no
T47448,12m-25d-21y,no
T47449,01m-11d-21y,no
T47450,12m-01d-22y,no
T47451,10m-11d-22y,no
T47452,02m-05d-22y,no
T47453,08m-23d-22y,no
T47454,08m-16d-22y,no
T47455,04m-12d-22y,no
T47456,10m-15d-21y,no
T47457,02m-10d-22y,no
T47458,11m-07d-22y,no
T47459,12m-01d-22y,no
T47460,07m-25d-22y,no
T47461,11m-07d-22y,no
T47462,10m-01d-22y,no
T47463,11m-01d-22y,no
T47464,10m-15d-21y,no
T47465,01m-01d-22y,no
T47466,11m-01d-22y,no
T47467,10m-09d-22y,no
T47468,02m-05d-22y,no
T47469,11m-09d-22y,no
T47470,08m-27d-22y,no
T47471,12m-29d-21y,no
T47472,11m-21d-21y,no
T47473,11m-27d-21y,no
T47474,09m-26d-22y,no
T47475,10m-05d-22y,no
T47476,07m-16d-22y,no
T47477,12m-02d-22y,no
T47478,10m-06d-22y,no
T47479,11m-18d-21y,no
T47480,12m-02d-22y,no
T47481,11m-05d-22y,no
T47482,12m-08d-22y,no
T47483,11m-10d-22y,no
T47484,12m-06d-22y,no
T47485,10m-06d-22y,no
T47486,09m-28d-22y,no
T47487,08m-29d-22y,no
T47488,12m-04d-22y,no
T47489,09m-28d-22y,no
T47490,11m-18d-21y,no
T47491,07m-25d-22y,no
T47492,11m-10d-22y,no
T47493,05m-13d-21y,no
T47494,08m-24d-22y,no
T47495,09m-26d-22y,no
T47496,11m-27d-21y,no
T47497,11m-27d-21y,no
T47498,10m-23d-21y,no
T47499,10m-04d-22y,no
T47500,09m-13d-21y,no
T47501,01m-21d-22y,no
T47502,01m-21d-22y,no
T47503,03m-08d-22y,no
T47504,12m-11d-21y,no
T47505,01m-07d-22y,no
T47506,12m-10d-22y,no
T47507,12m-13d-21y,no
T47508,11m-02d-22y,no
T47509,06m-21d-22y,no
T47510,04m-05d-22y,no
T47511,11m-12d-22y,no
T47512,08m-24d-22y,no
T47513,07m-18d-22y,no
T47514,10m-13d-21y,no
T47515,12m-10d-22y,no
T47516,11m-03d-22y,no
T47517,06m-30d-22y,no
T47518,08m-24d-22y,no
T47519,08m-26d-22y,no
T47520,06m-13d-21y,no
T47521,07m-28d-22y,no
T47522,07m-28d-22y,no
T47523,05m-22d-22y,no
T47524,05m-15d-21y,no
T47525,08m-16d-22y,no
T47526,02m-04d-22y,no
T47527,08m-26d-22y,no
T47528,04m-22d-22y,no
T47529,10m-03d-22y,no
T47530,04m-12d-22y,no
T47531,09m-27d-22y,no
T47532,08m-16d-22y,no
T47533,09m-27d-22y,no
T47534,12m-03d-22y,no
T47535,02m-09d-22y,no
T47536,07m-06d-22y,no
T47537,10m-07d-22y,no
T47538,09m-28d-22y,no
T47539,08m-25d-22y,no
T47540,08m-25d-22y,no
T47541,02m-09d-22y,no
T47542,04m-13d-21y,no
T47543,06m-18d-22y,no
T47544,08m-26d-22y,no
T47545,09m-16d-22y,no
T47546,12m-02d-22y,no
T47547,10m-03d-22y,no
T47548,07m-24d-22y,no
T47549,02m-10d-21y,no
T47550,06m-14d-21y,no
T47551,11m-10d-22y,no
T47552,05m-25d-22y,no
T47553,01m-01d-22y,no
T47554,06m-04d-22y,no
T47555,12m-11d-22y,no
T47556,07m-28d-22y,no
T47557,07m-18d-22y,no
T47558,08m-30d-22y,no
T47559,01m-04d-22y,no
T47560,01m-10d-22y,no
T47561,12m-22d-21y,no
T47562,02m-08d-22y,no
T47563,10m-25d-21y,no
T47564,10m-11d-22y,no
T47565,11m-19d-21y,no
T47566,12m-06d-21y,no
T47567,05m-25d-22y,no
T47568,08m-30d-22y,no
T47569,12m-11d-22y,no
T47570,07m-15d-21y,no
T47571,09m-29d-22y,no
T47572,07m-15d-21y,no
T47573,02m-08d-22y,no
T47574,07m-15d-21y,no
T47575,04m-17d-22y,no
T47576,03m-09d-22y,no
T47577,06m-14d-21y,no
T47578,02m-09d-22y,no
T47579,02m-10d-21y,no
T47580,08m-22d-22y,no
T47581,11m-09d-22y,no
